RecipeName,Ingredients,Course,Cuisine,Diet,TranslatedInstructions,TotalTimeInMins,Cuisine_Clean,MealType,Cleaned_Ingredients
Maharashtrian Kakdi Thalipeeth Recipe - Spiced Cucumber Flat Bread,"1/2 cup Gram flour (besan),1/2 cup Whole Wheat Flour,1/4 cup Rice flour,1 Cucumber - peeled and grated,1 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,2 Green Chillies - finely chopped,1/2 cup Coriander (Dhania) Leaves - chopped,5 cloves Garlic - finely chopped,Salt - to taste,Ghee - for smearing on thalipeeth",Indian Breakfast,Maharashtrian Recipes,Diabetic Friendly,"To begin making the Maharashtrian Kakdi Thalipeeth Recipe, in a large mixing bowl add all the 3 flours together and mix them. Add all the remaining ingredients like the grated cucumber, turmeric powder, cumin powder, coriander powder, red chili powder, green chillies, coriander leaves, garlic and salt to taste.Mix everything well and add a little water at a time to make a smooth and firm dough of the Kakdi Thalipeeth. The cucumber will release water when it gets combined with salt, so take care to add little water at a time. The dough will be slightly sticky to handle. Allow the dough to rest for 5 minutes. Divide the dough into 4 portions. Preheat the skillet on medium heat. Keep water in a separate bowl to wet fingers and to wet a muslin cloth.Spread a wet muslin cloth on a smooth counter top. Take a portion of the Kakdi Thalipeeth mixture and pat it on the wet cloth to about 4 inches in diameter. Try not to make it too thin as it can break while flipping it on the skillet.Carefully lift the cloth along with the patted mixture and flip the Thalipeeth over on the skillet. Drizzle a teaspoon of oil or ghee around the Thalipeeth and cook on medium heat.After about 3 minutes, you will be able to flip the Kakdi Thalipeeth over to the other side. Allow each side to cook on medium heat for about 3-4 minutes, until the Thalipeeth are slightly crisp and browned. Remove from heat and place on a serving platter.Continue the same procedure with the other portions of the Kakdi Thalipeeth dough.Serve the Maharashtrian Kakdi Thalipeeth along with Homemade Yogurt or lahsun chutney for breakfast.",60,Maharashtrian,Breakfast,"['flour', 'wheat flour', 'rice flour', 'cucumber', 'turmeric powder', 'cumin powder', 'coriander powder', 'red chilli powder', 'green chillies', 'coriander', 'cloves garlic', 'ghee']"
South Indian Style Murungakkai Poriyal Recipe - Drumstick Stir Fry,"5 Drumstick - cut into 3 inch pieces,1/2 cup Fresh coconut - grated,2 Green Chillies - slit,1 sprig Curry leaves,1 teaspoon Mustard seeds,2 teaspoons Coconut Oil,2 Dry Red Chillies,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,Water - as needed",Side Dish,South Indian Recipes,Vegetarian,"To begin making Murungakkai Poriyal Recipe, wash the drumsticks well & peel them by removing the tough green part. Cut them in 2 inches length.Take about glass of water in a kadhi, bring it to a boil, add these drumsticks with salt, turmeric powder (optional) & lightly steam them for 5-8 minutes. Be careful not to overcook the drumsticks. It should be tender but not mushy as in sambar or avial.Drain the water, keep the steamed drumsticks aside to cool slightly.Grate the coconut, add the green chillies & grind them well in a mixer.In the kadai, add coconut oil, once hot, add the mustard seeds, let it crackle.Then add the dry red chillies, curry leaves & add the steamed drumsticks.Mix everything well & let it cook for a minute. Add the grated coconut & give it one last stir.Serve Murungakkai Poriyal Recipe along with Kerala Avial Recipe, Steamed Rice Recipe and Malabar Style Dates Pickle Recipe for a complete meal.",45,South Indian,Side Dish,"['drumstick', 'coconut', 'green chillies', 'curry', 'mustard seeds', 'coconut oil', 'red chillies', 'turmeric powder']"
Kesar Mango Lassi Recipe - Saffron Mango Lassi Recipe,"3/4 cup Mango Pulp (Puree),1 cup Curd (Dahi / Yogurt) - (low fat),1 tablespoon Sugar - or honey,2 pinch Saffron strands,3 tablespoons Badam (Almond) - roughly chopped,3 tablespoons Milk - luke warm+more cold milk as needed,Ice cubes - a few",Snack,Indian,Vegetarian,"To begin making Kesar Mango Lassi Recipe, soak one pinch kesar in 2 tablespoons warm milk and keep it aside for few minutes.Get prep with other ingredients as well. Take out the pulp from the mangoes and keep aside.In a blender, add mango pulp, curd/yogurt, cold milk and blend till combined.Once it is done, add chopped almonds (2 tablespoons), honey or sugar, some ice cubes and blend to make the Kesar Mango Lassi Recipe.Kesar Mango Lassi Recipe is ready to serve, garnish it with the rest of chopped almonds and saffron and serve with Bhel Puri Recipe or Asian Watermelon Salad Recipe during evening.",25,Indian,Snack,"['mango pulp', 'curd', 'sugar', 'saffron strands', 'badam', 'milk', 'ice cubes']"
Mini Dal Samosa Curry/Sabzi Recipe,"3 Cardamom (Elaichi) Pods/Seeds,6 Whole Black Peppercorns,1/2 inch Cinnamon Stick (Dalchini),3 cloves Cloves (Laung),1 Mace (Javitri),1 Bay leaf (tej patta),1 Black cardamom (Badi Elaichi),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,6 Samosas - mini,15 Cashew nuts,1 Green Chilli,1 Onion - roughly chopped,2 Tomato - roughly chopped,1/2 inch Ginger,1/2 teaspoon Sugar,1 tablespoon Fresh cream,2 tablespoons Sunflower Oil",Lunch,North Indian Recipes,Vegetarian,"To begin making the Mini Dal Samosa Gravy Recipe, we need to first prepare the gravy. In a heavy bottomed pan, add 1 tablespoon of cooking oil and heat it on a medium flame. Once the oil is hot, add Cardamom, Black Pepper, Cloves, Cinnamon, Javitri and saute for few seconds. Next add cashew nuts, green chilli, ginger, chopped onion and tomatoes. Mix well and add 1/2 cup water and Salt (as per your taste)Cover the pan and boil this mixture until the onions and tomato become soft. Turn off the flame and let this mixture cool. Once the mixture is cool, add it to a mixer and blend until smooth. Strain the paste to remove any big chunk of ingredients (optional to give fineness to gravy). Keep aside. In the same heavy bottomed pan, heat one tablespoons of oil and add bay leaf, black cardamom. Once the spices release the aromas add in the ground tomato and onion mixture, add Kashmiri Red Chilli powder, Turmeric powder, Coriander powder, Garam Masala and the crushed Kasuri Methi.Mix well and cook for 10 mins at low flame. Add fresh cream and sugar and stir it well into the gravy. Simmer for a few more minutes and add the mini Samosas in the gravy. Turn off the flame.Make sure to add the mini dal samosas to the gravy only one hour before serving, else the samosa will get completely soggy. To make mini dal samosas at home follow Moong Dal Mini Samosas.Serve Mini Dal Samosa Curry Recipe along with hot Phulka, Tawa Paratha or Jeera Rice and Kachumber Salad Recipe With Cucumber, Onion & Tomatoes for a sumptuous Sunday meal",35,North Indian,Lunch,"['cardamom pods seeds', 'black peppercorns', 'inch cinnamon stick', 'cloves cloves', 'mace', 'bay', 'black cardamom', 'kasuri methi', 'kashmiri red chilli powder', 'turmeric powder', 'coriander powder', 'garam masala powder', 'samosas', 'cashew nuts', 'green chilli', 'onion', 'tomato', 'inch ginger', 'sugar', 'cream', 'sunflower oil']"
Matar Samosa Recipe -Green Pea Samosa,"1 cup All Purpose Flour (Maida),2 tablespoons Ghee,1/2 teaspoon Salt,Sunflower Oil - for deep frying,2 tablespoons Ghee,1 teaspoon Cumin seeds (Jeera),1 teaspoon Green Chilli Sauce,1/2 teaspoon Cinnamon Powder (Dalchini),1/2 teaspoon Garam masala powder,1/4 teaspoon Red Chilli powder,2 teaspoon Amchur (Dry Mango Powder),1-1/2 cups Green peas (Matar) - steamed and mashed,Salt - to taste,2 teaspoon All Purpose Flour (Maida),1/4 cup Water",Snack,North Indian Recipes,Vegetarian,"To begin making the Matar Samosa Recipe first, mix together half a teaspoon of salt into the flour. Rub ghee or vegetable shortening into the flour mixture, with your fingers until it resembles loose bread crumbs.Gradually add water, slowly, and knead to make a soft but firm dough. Roll the dough into a ball, cover with a moist muslin cloth and keep aside.The next step is to make the filling. In a kadai or heavy bottomed pan, warm the ghee, add the jeera and allow it to crackle and tip in the chilli paste. Saute these together for a minute.Add peas followed by all the other spices and cook till the pea mixture becomes dry and all the water has dried up. Season with salt and cook again for 2-3 minutes. Set the peas mixture aside to cool down so it is easier to handle when shaping the samosas.Make a flour paste, by combining the flour and water.To begin making the samosa cases, divide the dough into small balls and roll them into thin circles. Cut each rolled-out circle into two halves by running your knife down the center, so you have 2 semi-circles for each disc. Roll the semi-circles into cones and using a teaspoon fill them with the peas mixture.Dab the flour paste along the edges of the open side of the cone, press the two edges together and seal. Arrange the matar samosas in a platter and cover them with a moist muslin cloth.Heat oil for deep frying in a kadai on medium heat. Deep fry the matar samosas in hot oil till they are golden brown. Try not to fry too many together as it will crowd the kadai and alter the cooking time.Remove the Matar Samosa from the kadai using a slotted spoon and drain them on kitchen paper. Matar Samosa  can be served with a dollop of Dhaniya Pudina Chutney and khajoor imli chutney or tomato ketchup, along with masala chai in the evening.",55,North Indian,Snack,"['all purpose flour', 'ghee', 'sunflower oil', 'cumin seeds', 'green chilli sauce', 'cinnamon powder', 'garam masala powder', 'red chilli powder', 'amchur']"
Kerala Palada Pradhaman Recipe,"1 cup Ada,2 liter Milk - full cream,3/4 cup Sugar,1 tablespoon Ghee,1/2 teaspoon Cardamom Powder (Elaichi)",Dessert,Kerala Recipes,Vegetarian,"To begin making the Kerala Palada Pradhaman recipe, first slow boil milk and 1/2 cup sugar on low flame until it reduces lesser than half the quantity.I used pressure cooker with weight on for about 60 minutes and slow cooked/boiled the milk. The milk turned slightly pink in colour by doing this.Cook ada as per packet instructions. Once cooked, drain the ada and rinse it in cold water to stop cooking.Heat ghee in a pan. Add 1/4 cup sugar and saute. Wait till sugar melts and starts to turn slightly brown. Add cooked ada and saute for about 2 minutes.Add about 1 to 1-1/2 cup boiled milk. Mix well. If it need more milk add it.Sprinkle cardamom powder, mix well. Serve hot or cold. Either ways it tastes delicious.Serve Kerala Palada Pradhaman after your meal of Keerai Sambar, Beetroot Thoran and Steamed Rice.",90,Kerala,Dessert,"['ada', 'milk', 'sugar', 'ghee', 'cardamom powder']"
Tindora Sambharo Recipe - Instant Tendli Pickle,"1 cup Tindora (Dondakaya/ Kovakkai) - finely chopped,1 teaspoon Red Chilli powder,1/4 teaspoon Split Methi Seeds (Methi Kuria),1/2 teaspoon Split Mustard Seeds (Rai Kuria),1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing),1 tablespoon Sunflower Oil,Lemon - juice extracted,Salt - to taste",Side Dish,Gujarati Recipes﻿,Vegetarian,"To begin making the Tindora Sambharo Recipe - Instant Tendli Pickle, combine all the ingredients including the carrot and capsicum pieces in a bowl.Stir well until all the ingredients are well combined.Store the Tindora Sambharo Recipe in the refrigerator and use as and when required.Serve Tindora Sambharo Recipe with dals, parathas or rice.Note: Gingely oil/Sesame oil or Mustard oil can be used for better taste.",35,Gujarati,Side Dish,"['tindora', 'red chilli powder', 'split methi seeds', 'split mustard seeds', 'turmeric powder', 'asafoetida', 'sunflower oil', 'lemon']"
Palakottai Kuzhambu Recipe-Kongunad Style Jackfruit Seeds Curry,"1 cup Jackfruit Seeds (Kathal),1 cup Tamarind Water,8 cloves Garlic,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),8 Curry leaves,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,2 teaspoons Sambar Powder,1/4 teaspoon Asafoetida (hing),Coriander (Dhania) Leaves - small bunch,Salt - to taste,2 teaspoons Sunflower Oil,1/2 cup Fresh coconut,10 Whole Black Peppercorns,2 Dry Red Chillies,1 Onion - chopped,1 Tomato - chopped,1 teaspoon Coriander (Dhania) Seeds,1 teaspoon Sunflower Oil",Side Dish,Tamil Nadu,Vegetarian,"To begin making Palakottai Kuzhambu Recipe  wash the jackfruits seeds thoroughly, make a slit on the outer layer and remove the outer white layer. In a pressure cooker, add the Jackfruit seeds, add enough water to submerge the seeds,add a pinch of salt, and pressure cook it on a high heat for 3-4 whistles or till they are cooked al-dente. Allow the pressure to release naturally.  Drain and reserve the jackfruit seed stock for later use.Heat a kadai on medium flame, add oil once the oil is hot, add onions  and saute until almost translucent, for about 2-3 minutes. Now add chopped tomatoes , cover and cook until the tomatoes are mushy. Transfer the sauteed onion-tomatoes  and allow them to cool.Transfer the onion-tomato mixture into a mixer-jar, add coriander seeds and grind well along with some of the jackfruit stock. We need a smooth paste. Transfer to a bowl and set aside. Yet again, in a mixer grinder, combine fresh grated coconut, red chillies and black pepper along with a little jackfruit seeds stock, and grind to a smooth paste. Keep aside. Heat a pan with oil, on medium heat, add mustard seeds and cumin seeds and curry leaves. Once they splutter and sizzle, add in asafoetida and the crushed garlic cloves and saute till the garlic turn golden.Once garlic turns to golden, add the ground onion tomato paste and saute well until it starts boiling.Add the tamarind water to it and stir. Boil for 2-3 minutes and cooked palakottai/jackfruit seeds. Mix well.Add required salt, turmeric powder, chilli powder, sambar powder. Mix well and cook for 5 minutes in medium heat, such that the flavours seep into the jackfruit seeds.Now add the ground coconut mixture  and stir well. Cook on a low heat until it thickens. Taste and adjust seasoning and consistency of the Palakottai Kuzhambu to your liking.  Turn off the flame. Garnish with coriander leaves. Serve Palakottai Kuzhambu Recipe along with Raw Jackfruit Poriyal Recipe, Steamed Rice Recipe and Thayir Semiya Recipe for a hearty weekday lunch. ",25,Tamil Nadu,Side Dish,"['jackfruit seeds', 'tamarind', 'cloves garlic', 'mustard seeds', 'cumin seeds', 'curry', 'turmeric powder', 'red chilli powder', 'sambar powder', 'asafoetida', 'coriander', 'sunflower oil', 'coconut', 'black peppercorns', 'red chillies', 'onion', 'tomato', 'coriander seeds']"
Kesar Chai Recipe - A Delicious Saffron Flavored Indian Tea,"2 cups Water,1 teaspoon Tea leaves,1/4 cup Milk,10 Saffron strands - or more",North Indian Breakfast,North Indian Recipes,Vegetarian,"To begin making the Kesar Chai, add water into a saucepan, along with the saffron strands and allow it to come to a brisk boil.Once it begins to boil; add the tea leaves. Allow the tea leaves to simmer in the water for about a minute and turn off the heat.Once you add the tea leaves, allow it to brew just a little to ensure the tea stays light and does not turn bitter.Stir in the milk into the chai and allow it to rest for a few seconds. Strain the Kesar chai into the cups and serve. Add a few more saffron strands to the top while serving, this will give a great look and also add to the taste and flavor of the chai.Serve the Kesar chai Recipe along with Samosa or Vegetable Bajji or Pakora for an evening snack.",10,North Indian,Breakfast,"['tea', 'milk', 'saffron strands']"
Makki and Methi Roti Recipe,"2 cups Makki Ka Atta (Yellow Corn Meal Flour),1 1/2 cups Methi Leaves (Fenugreek Leaves) - chopped,2 Green Chillies - chopped,1 tablespoon Ajwain (Carom seeds),1 tablespoon Kashmiri Red Chilli Powder,Salt - to taste",Lunch,Punjabi,Vegetarian,"To begin making Makki and Methi Roti Recipe, heat some water in a pan till lukewarm.In a steel mixing bowl, add Maize flour, chopped fenugreek leaves, green chillies, carom seeds and salt. Mix everything well. Now add lukewarm water to the maize flour little by little and knead into a soft dough. Add some oil on top of the entire ball of dough and keep aside. Place a tawa on low heat and let it heat up. Next divide the dough into small balls. Roll out each ball between two sheets of plastic (cling film) into a circle or you can use your hands with the help of wet fingers to make a small round roti. Place roti on the the tawa and cook it on low flame from both sides until brown spots appear. Prepare the rest of the the rotis in a similar way and serve hot. Serve Makki and Methi Roti with Sarson Ka Saag and Burani Raita for a delicious weekday meal.",30,Punjabi,Lunch,"['makki ka atta', 'methi', 'green chillies', 'kashmiri red chilli powder']"
Cabbage and Carrot Sambharo Recipe - Gujarati Vegetable Stir Fry,"3 Carrots (Gajjar) - grated,3 cups Cabbage (Patta Gobi/ Muttaikose) - shredded,1 Green Bell Pepper (Capsicum) - thinly sliced,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Sugar,1 teaspoon Lemon juice,Salt - to taste,1 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves,3 Green Chillies - slit lengthwise",Lunch,Gujarati Recipes﻿,Vegetarian,"To begin making the Cabbage and Carrot Sambharo Recipe, heat oil in a heavy bottomed pan on medium heat. Add the mustard seeds and allow it to crackle. Once it crackles, add the asafoetida, green chilies, curry leaves and saute for a few seconds.  At this stage add the turmeric powder and the chopped vegetables, salt and stir to combine all the ingredients well. Turn the heat to low, cover the pan and allow the vegetables to cook in its own steam for about 3 to 4 minutes, until just about cooked.  You want the vegetables to remain little firm and crunchy and not too soft.Once done, turn off the heat and the Cabbage and Carrot Sambharo is ready to be served.Serve Cabbage And Carrot Sambharo along with Palak Ragi & Oats Wheat Thepla Recipe or Beetroot & Sesame Thepla Recipe for a simple mean. ",30,Gujarati,Lunch,"['carrots', 'cabbage', 'green bell pepper', 'turmeric powder', 'sugar', 'lemon juice', 'sunflower oil', 'mustard seeds', 'asafoetida', 'curry', 'green chillies']"
Andhra Style Tamati Pachadi Recipe (Tomato Chutney),"1 kg Tomatoes,8 Dry Red Chillies - adjustable,1 teaspoon Tamarind Paste,2 teaspoons Red Chilli powder - optional,1/2 teaspoon Turmeric powder (Haldi),1 tablespoon Mustard seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),8 cloves Garlic,Sunflower Oil,Salt - to taste",Side Dish,Andhra,Vegetarian,"To begin making the Andhra Style Tamati Pachadi recipe, take the chopped tomatoes in a deep bottomed pan. Add salt, turmeric & tamarind to them. Keep the pan on medium heat & boil till they loose all the water & turn into a mushy paste alike. Keep stirring in between. Meanwhile when the tomatoes are boiling, take another pan, heat 2-3 teaspoons of oil. Add the mustard seeds, fenugreek seeds. Once they crackle, add dry red chillies. Fry them till they become fragrant. Once done, cool them & grind them into a smooth powder.Add the ground masala that we made in step two to the tomatoes & mix well. If you think that the chillies aren't spicy enough, then add red chilli powder according to your preference at this step.Once again heat 5 tbsp oil, add the garlic pods & mustard seeds to it. Once the garlic turns brownish & the seeds crackle, switch off the stove & let them cool.Add the tempered mixture to the chutney. You can even add some urad dal or chana dal to this tempering. But make sure to add this tempered oil mix only when it is completely cooled off. This is important as it makes sure the chutney stays fresh for a long time.Serve Andhra Style Tamati Pachadi along with Ghee Masala Dosa and Homemade Soft Idlis for your breakfast or as your tea time snack.",75,Andhra,Side Dish,"['kg tomatoes', 'red chillies', 'tamarind paste', 'red chilli powder', 'turmeric powder', 'mustard seeds', 'methi seeds', 'cloves garlic', 'sunflower oil']"
Aamras Recipe - Ripe Mango Ras,"3 cups Mango (Ripe) - cut into pieces,1/4 cup Water,Sugar - optional",Side Dish,North Indian Recipes,Vegan,"To begin making the Aamras Recipe, roll the whole mangoes with your palms to soften them.Peel the mango, transfer all the pulp into a mixer-jar, discarding the seed. Along with the mango pulp in the jar, add water and adjust the sugar to your liking and depending on the sweetness of the mango. Pulse it until smooth. Keep in fridge for some time and serve cold along with your meal.Serve this delicious Aamras recipe along with Puri Recipe, Batata Nu Shaak and Mumbai Style Masala Khichia Churi or just enjoy it on its own for your breakfast or evening snack, and you will simply love it.",15,North Indian,Side Dish,"['mango', 'sugar']"
Rajasthani Khooba Roti Recipe,"1 cup Whole Wheat Flour,Salt - to taste,Water - as required,Ghee - as required",Lunch,Rajasthani,Vegetarian,"To begin with, Rajasthani Khooba Roti first, in a large mixing bowl, add flour, salt, and water, Mix together with your hands to form crumbs.Add water to combine it well and make a smooth and yet stiff dough.Leave the dough aside for 15 minutes so it rests.Pinch a large lemon sized ball from the dough and roll it to make a ball. Dust the counter well and roll out the dough ball to make a thick round roti. Spread a little ghee on one side of the roti and place that side on the tawa. After 20 seconds, flip the roti and start pinching on the top of the roti.Keep pinching till the full roti is covered. Flip the roti and again roast from the patterned side.Once both sides are lightly browned hold the roti with a tong, remove it from tawa and place it directly on flames.Flip and roast from both the sides till its evenly cooked from both the sides.Once done, switch off the stove and pour ghee on the roti and serve.Your Rajasthani Khooba Roti is ready to be served with Makai Wali Bhindi or Pyaz ki sabzi.. ",45,Rajasthani,Lunch,"['wheat flour', 'ghee']"
Peerkangai Thogayal Recipe (Ridge Gourd Peel Chutney),"2 cups Ridge Gourd Skin (Turai/ Peerkangai),2 teaspoons White Urad Dal (Split),5 Methi Seeds (Fenugreek Seeds),3 Dry Red Chillies,10 Curry leaves,30 grams Tamarind,1/4 teaspoon Mustard seeds,2 Dry Red Chillies,3-4 Curry leaves,1 teaspoon Sunflower Oil,Salt - to taste",Side Dish,South Indian Recipes,Vegetarian,"To begin making the Peerkangai Thogayal Recipe, heat a teaspoon oil in a heavy bottomed pan; add the cut peels of the Ridge Gourd, along with a little salt and saute until soft and tender. Turn off heat and allow it to cool. The peels will not get completely soft, so its ok as long as they have cooked through.In another small pan; roast the fenugreek seeds, dry red chillies and urad dal until it releases a roasted aroma and slightly browned.Now grind the roasted ingredients, the cooked ridge gourd peels, the tamarind and curry leaves together until it forms a smooth paste. Check the salt in the Peerkangai Thogayal Recipe and adjust to suit your taste.Heat a little oil in a pan; add mustard seeds, dry red chillies and curry leaves. Allow it to crackle and the red chillies to roast. Add it to the Peerkangai Thogayal.Serve the Peerkangai Thogayal along with a hot bowl of Steamed Rice and Ghee.",25,South Indian,Side Dish,"['ridge gourd skin', 'white urad dal', 'methi seeds', 'red chillies', 'curry', 'tamarind', 'mustard seeds', 'sunflower oil']"
Paneer Tikka Kathi Roll Recipe,"2 cups Whole Wheat Flour,Salt - to taste,Ghee - for cooking,1 tablespoon Ghee - for cooking,200 grams Paneer (Homemade Cottage Cheese) - thinly sliced,1/4 cup Hung Curd (Greek Yogurt),1 tablespoon Gram flour (besan),1 inch Ginger - finely chopped,4 cloves Garlic - finely chopped,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Chaat Masala Powder,1 teaspoon Garam masala powder,1/4 cup Mint Leaves (Pudina) - finely chopped,Salt - to taste,1 Coal - for giving a smoked flavour,1/4 cup Mint Leaves (Pudina) - chopped,1 Green Bell Pepper (Capsicum) - thinly sliced,2 Onion - thinly sliced,1/2 Lemon - juice extracted,Salt - to taste",Snack,Bengali Recipes,Vegetarian,"To begin making the Paneer Tikka Kathi Roll Recipe, get all the ingredients prepped and ready. If you are making paneer at home you can use our homemade paneer recipe.To make the paneer tikka, add all the ingredients for Paneer Tikka in a bowl except the paneer and stir them well until combined.Add the cut paneer pieces into it and allow it to rest for 5 minutes.Heat a teaspoon of oil or ghee in a wok or a skillet, add the paneer mixture and sauté over high heat for four to five minutes, stirring occasionally and cook the paneer until all the marination thickens and forms a coat over the paneer.Once done, check the salt and spice and adjust to suit your taste. Keep this aside.Next step is the give the paneer tikka a smoked flavour. Place a large piece of coal on the gas flame and allow it to turn red hot.Place a katori in the center of the paneer tikka pan, place the red hot coal in the katori/ cup and spoon a little bit of ghee over the coal. It will begin to emit smoke. Cover the pan and allow the paneer tikka to get the smoky flavours.After about 30 seconds, remove the coal cup and the smoked paneer tikka is ready.The next step is to make the roti for the rolls. In a large mixing bowl add the flour and salt, give it mix with your fingers. Add a little water at a time and make a smooth dough.Once you have the dough ready, add a teaspoon of oil over the dough and knead for a couple of minutes, this will give the dough a flaky texture.To make the wrap for the kathi rolls, divide the dough into 5 large portions. Roll the dough into a large circle by dusting it in flour. Preheat a skillet on medium heat, place the rolled dough on the skillet and cook it on both sides by smearing ghee over it until it is cooked through and browned and slightly crisp.The addition of ghee helps in creating a crisp texture to the rolls.In a small mixing bowl, combine the raw onions, capsicum, lemon, mint leaves and salt. Toss them together.Place the cooked rotis on a flat surface and place a portion of the filling towards the center, sprinkle some onion capsicum mixture and if you like a little more chaat masala and roll it up tightly.The Paneer Tikka Kathi rolls are now ready to be served. Proceed the same way with the remaining dough portions and serve.Serve the Paneer Tikka Kathi Rolls as a snack for tea on weekends, as an appetizer for parties along Mumbai Style Tawa Pulao Recipe With Moong Sprouts and Nawabi Kofta Curry Recipe or make it less spicy and pack it into your kid's lunch box.",60,Bengali,Snack,"['wheat flour', 'ghee', 'paneer', 'hung curd', 'flour', 'inch ginger', 'cloves garlic', 'kasuri methi', 'turmeric powder', 'chaat masala powder', 'garam masala powder', 'mint', 'coal', 'green bell pepper', 'onion', 'lemon']"
Spicy Seafood Stew Casserole With Tomatoes And Lime Recipe,"250 grams Fish fillet - basa,250 grams Prawns,15 Clamps,5 Baby Potatoes,2 Carrots (Gajjar),1 Onion,1 Tomato,2 Fresh Red chillies,5 cloves Garlic,1 teaspoon Cumin powder (Jeera),2 teaspoon Paprika powder,Salt - to taste,1 tablespoon Lemon juice,1 teaspoon Black pepper powder,4 tablespoon Coriander (Dhania) Leaves,1 tablespoon Extra Virgin Olive Oil,1 cup Chicken stock,1/4 cup Coconut milk",Lunch,South Indian Recipes,Non Vegeterian,"To begin making the Spicy Seafood Stew Casserole With Tomatoes And Lime recipe, clean basa fish and cut into small pieces. Clean, wash and devein the prawns. Wash well.I could not get clamps so I did not use it in the recipe but I highly recommend you to use it.Now marinate seafood in lime juice, 1 teaspoon salt and pepper powder for about 30 minutes. Let it marinate in the fridge.While the seafood is marinating in fridge, we will prepare the stew.In a wide pan, heat olive oil. Add minced garlic and sauté till garlic turns golden brown. Add finely chopped onions and finely chopped red chilies. Cook till onions turn soft.Add finely chopped tomatoes and cook until tomatoes turn mushy.Add cumin powder, paprika power and remaining salt to taste. Add peeled potatoes and chopped carrots and give it a mix.Add chicken stock and bring it to boil. Cook till potatoes and carrots are fully cooked. Check for seasoning. Boil the stew for 5 to 8 minutes more. Add more stock if needed.Now add the marinated seafood and cook in low flame for about 8 to 10 minutes.Once the seafood is cooked, add coconut milk and continue to cook for a minute or two.Turn off the stove, add fresh chopped coriander leaves and serve hot with toasted bread.Serve Spicy Seafood Stew Casserole With Tomatoes And Lime along with steamed rice for a weekend lunch or dinner.",65,South Indian,Lunch,"['fish fillet', 'prawns', 'clamps', 'baby potatoes', 'carrots', 'onion', 'tomato', 'red chillies', 'cloves garlic', 'cumin powder', 'paprika powder', 'lemon juice', 'black pepper powder', 'coriander', 'extra virgin olive oil', 'chicken', 'coconut milk']"
